year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2011,A,"Agriculture, Forestry and Fishing",a_0,Rolling mean employees,0.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,279.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",8187.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",a_0,Total income,8866.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",a_0,Total expenditure,7618.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,770.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,1435.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",b_1-5,"Sales, government funding, grants and subsidies",13359.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",b_1-5,Total income,13771.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",b_1-5,Total expenditure,12316.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1247.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Activity unit,1965.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Rolling mean employees,13848.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,467.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,"Sales, government funding, grants and subsidies",3060.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Total income,3114.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,2895.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,223.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Total assets,9323.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,5482.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Activity unit,1140.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,477.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,"Sales, government funding, grants and subsidies",2396.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,2438.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,2344.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,126.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Total assets,6524.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",d_10-19,Fixed tangible assets,3649.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,480.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Rolling mean employees,13983.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,410.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",1806.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,1885.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Total expenditure,1773.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,80.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,3984.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,1676.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Activity unit,111.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,7419.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,200.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",1075.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Total income,1170.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Total expenditure,1056.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,39.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,2067.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,930.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,27.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,3522.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Salaries and wages paid,86.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,"Sales, government funding, grants and subsidies",341.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,364.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,333.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,37.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,807.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,15.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",h_200+,Rolling mean employees,6120.0,COUNT
2011,A,"Agriculture, Forestry and Fishing",h_200+,Salaries and wages paid,173.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,"Sales, government funding, grants and subsidies",920.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,Total income,1034.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,850.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,93.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",h_200+,Total assets,2555.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,3527.0,DOLLARS(millions)
2011,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,2616.0,DOLLARS(millions)
2011,B,Mining,a_0,Activity unit,333.0,COUNT
2011,B,Mining,a_0,Rolling mean employees,0.0,COUNT
2011,B,Mining,a_0,Salaries and wages paid,98.0,DOLLARS(millions)
2011,B,Mining,a_0,"Sales, government funding, grants and subsidies",2111.0,DOLLARS(millions)
2011,B,Mining,a_0,Total income,2271.0,DOLLARS(millions)
2011,B,Mining,a_0,Total expenditure,1673.0,DOLLARS(millions)
2011,B,Mining,a_0,Operating profit before tax,636.0,DOLLARS(millions)
2011,B,Mining,a_0,Total assets,11988.0,DOLLARS(millions)
2011,B,Mining,a_0,Fixed tangible assets,3579.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Activity unit,168.0,COUNT
2011,B,Mining,b_1-5,Rolling mean employees,360.0,COUNT
2011,B,Mining,b_1-5,Salaries and wages paid,50.0,DOLLARS(millions)
2011,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",443.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Total income,462.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Total expenditure,411.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Operating profit before tax,89.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Total assets,1213.0,DOLLARS(millions)
2011,B,Mining,b_1-5,Fixed tangible assets,771.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Activity unit,21.0,COUNT
2011,B,Mining,c_6-9,Rolling mean employees,174.0,COUNT
2011,B,Mining,c_6-9,Salaries and wages paid,12.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Total income,65.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Total expenditure,68.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Operating profit before tax,0.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Total assets,169.0,DOLLARS(millions)
2011,B,Mining,c_6-9,Fixed tangible assets,36.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Activity unit,36.0,COUNT
2011,B,Mining,d_10-19,Rolling mean employees,489.0,COUNT
2011,B,Mining,d_10-19,Salaries and wages paid,31.0,DOLLARS(millions)
2011,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",261.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Total income,265.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Total expenditure,239.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Operating profit before tax,45.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Total assets,375.0,DOLLARS(millions)
2011,B,Mining,d_10-19,Fixed tangible assets,162.0,DOLLARS(millions)
2011,B,Mining,e_20-49,Activity unit,21.0,COUNT
2011,B,Mining,e_20-49,Rolling mean employees,714.0,COUNT
2011,B,Mining,e_20-49,Salaries and wages paid,59.0,DOLLARS(millions)
2011,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",759.0,DOLLARS(millions)
2011,B,Mining,e_20-49,Total income,872.0,DOLLARS(millions)
2011,B,Mining,e_20-49,Total expenditure,490.0,DOLLARS(millions)
2011,B,Mining,f_50-99,Activity unit,12.0,COUNT
2011,B,Mining,f_50-99,Rolling mean employees,663.0,COUNT
2011,B,Mining,f_50-99,Salaries and wages paid,60.0,DOLLARS(millions)
2011,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",1188.0,DOLLARS(millions)
2011,B,Mining,f_50-99,Total income,1346.0,DOLLARS(millions)
2011,B,Mining,f_50-99,Total expenditure,811.0,DOLLARS(millions)
2011,B,Mining,f_50-99,Total assets,2644.0,DOLLARS(millions)
2011,B,Mining,g_100-199,Activity unit,6.0,COUNT
2011,B,Mining,g_100-199,Rolling mean employees,651.0,COUNT
2011,B,Mining,g_100-199,Salaries and wages paid,48.0,DOLLARS(millions)
2011,B,Mining,g_100-199,Total income,272.0,DOLLARS(millions)
2011,B,Mining,g_100-199,Total expenditure,376.0,DOLLARS(millions)
2011,B,Mining,h_200+,Activity unit,9.0,COUNT
2011,B,Mining,h_200+,Rolling mean employees,2850.0,COUNT
2011,B,Mining,h_200+,Salaries and wages paid,261.0,DOLLARS(millions)
2011,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1858.0,DOLLARS(millions)
2011,B,Mining,h_200+,Total income,1933.0,DOLLARS(millions)
2011,B,Mining,h_200+,Total expenditure,1673.0,DOLLARS(millions)
2011,B,Mining,h_200+,Operating profit before tax,286.0,DOLLARS(millions)
2011,B,Mining,h_200+,Total assets,2099.0,DOLLARS(millions)
2011,B,Mining,h_200+,Fixed tangible assets,1050.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,Activity unit,606.0,COUNT
2011,B,Mining,i_Industry_Total,Rolling mean employees,5907.0,COUNT
2011,B,Mining,i_Industry_Total,Salaries and wages paid,621.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",6944.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,Total income,7486.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,Total expenditure,5742.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,Operating profit before tax,1895.0,DOLLARS(millions)
2011,B,Mining,i_Industry_Total,Fixed tangible assets,8859.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Activity unit,8382.0,COUNT
2011,C,Manufacturing,a_0,Rolling mean employees,0.0,COUNT
2011,C,Manufacturing,a_0,Salaries and wages paid,154.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",1993.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Total income,2004.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Total expenditure,1796.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Operating profit before tax,204.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Total assets,2173.0,DOLLARS(millions)
2011,C,Manufacturing,a_0,Fixed tangible assets,645.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Activity unit,6942.0,COUNT
2011,C,Manufacturing,b_1-5,Salaries and wages paid,627.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",3669.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Total income,3683.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Total expenditure,3458.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Operating profit before tax,241.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Total assets,2675.0,DOLLARS(millions)
2011,C,Manufacturing,b_1-5,Fixed tangible assets,612.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Activity unit,1872.0,COUNT
2011,C,Manufacturing,c_6-9,Rolling mean employees,13680.0,COUNT
2011,C,Manufacturing,c_6-9,Salaries and wages paid,561.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2168.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Total income,2184.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Total expenditure,2073.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Operating profit before tax,128.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Total assets,1392.0,DOLLARS(millions)
2011,C,Manufacturing,c_6-9,Fixed tangible assets,375.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Activity unit,1884.0,COUNT
2011,C,Manufacturing,d_10-19,Salaries and wages paid,1118.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",4407.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Total income,4435.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Total expenditure,4356.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Operating profit before tax,98.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Total assets,2875.0,DOLLARS(millions)
2011,C,Manufacturing,d_10-19,Fixed tangible assets,684.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Activity unit,1149.0,COUNT
2011,C,Manufacturing,e_20-49,Salaries and wages paid,1658.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",7997.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Total income,8050.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Total expenditure,7631.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Operating profit before tax,508.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Total assets,5947.0,DOLLARS(millions)
2011,C,Manufacturing,e_20-49,Fixed tangible assets,1922.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Activity unit,372.0,COUNT
2011,C,Manufacturing,f_50-99,Salaries and wages paid,1335.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",10615.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Total income,10746.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Total expenditure,10291.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Operating profit before tax,510.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Total assets,6520.0,DOLLARS(millions)
2011,C,Manufacturing,f_50-99,Fixed tangible assets,2190.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Activity unit,171.0,COUNT
2011,C,Manufacturing,g_100-199,Salaries and wages paid,1459.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,"Sales, government funding, grants and subsidies",10969.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Total income,11192.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Total expenditure,10660.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Operating profit before tax,679.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Total assets,9202.0,DOLLARS(millions)
2011,C,Manufacturing,g_100-199,Fixed tangible assets,2312.0,DOLLARS(millions)
2011,C,Manufacturing,h_200+,Activity unit,141.0,COUNT
2011,C,Manufacturing,h_200+,Salaries and wages paid,5284.0,DOLLARS(millions)
2011,C,Manufacturing,h_200+,Operating profit before tax,1508.0,DOLLARS(millions)
2011,C,Manufacturing,h_200+,Fixed tangible assets,13877.0,DOLLARS(millions)
2011,C,Manufacturing,i_Industry_Total,Salaries and wages paid,12196.0,DOLLARS(millions)
2011,C,Manufacturing,i_Industry_Total,Operating profit before tax,3875.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Activity unit,540.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid,23.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",2377.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Total income,2447.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Total expenditure,2133.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,361.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,8615.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets,6118.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit,306.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,636.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid,28.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",156.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,159.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,142.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,19.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,435.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,177.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,66.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,492.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,24.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",126.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,126.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,117.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,20.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,111.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets,69.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,42.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,549.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,21.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",138.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,142.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,129.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,18.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,389.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,304.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,33.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1029.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,54.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",443.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,453.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,389.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,64.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,764.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,594.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,15.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1185.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,53.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",864.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,869.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,789.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,83.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1331.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,989.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,9.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,1587.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,83.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",714.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,729.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,594.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,156.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,3112.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,2736.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,15.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,8898.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,648.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",10500.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,11393.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,9926.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1417.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1026.0,COUNT
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,934.0,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2137.0,DOLLARS(millions)
2011,E,Construction,a_0,Rolling mean employees,0.0,COUNT
2011,E,Construction,a_0,Salaries and wages paid,679.0,DOLLARS(millions)
2011,E,Construction,a_0,"Sales, government funding, grants and subsidies",5237.0,DOLLARS(millions)
2011,E,Construction,a_0,Total income,5281.0,DOLLARS(millions)
2011,E,Construction,a_0,Total expenditure,4760.0,DOLLARS(millions)
2011,E,Construction,a_0,Operating profit before tax,425.0,DOLLARS(millions)
2011,E,Construction,a_0,Total assets,6117.0,DOLLARS(millions)
2011,E,Construction,a_0,Fixed tangible assets,1787.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Salaries and wages paid,1430.0,DOLLARS(millions)
2011,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",6411.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Total income,6442.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Total expenditure,5957.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Operating profit before tax,459.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Total assets,3426.0,DOLLARS(millions)
2011,E,Construction,b_1-5,Fixed tangible assets,1015.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Activity unit,2196.0,COUNT
2011,E,Construction,c_6-9,Salaries and wages paid,801.0,DOLLARS(millions)
2011,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",2934.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Total income,2948.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Total expenditure,2855.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Operating profit before tax,119.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Total assets,1395.0,DOLLARS(millions)
2011,E,Construction,c_6-9,Fixed tangible assets,360.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Activity unit,1245.0,COUNT
2011,E,Construction,d_10-19,Salaries and wages paid,832.0,DOLLARS(millions)
2011,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",3309.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Total income,3329.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Total expenditure,3219.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Operating profit before tax,140.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Total assets,1601.0,DOLLARS(millions)
2011,E,Construction,d_10-19,Fixed tangible assets,293.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Activity unit,522.0,COUNT
2011,E,Construction,e_20-49,Salaries and wages paid,806.0,DOLLARS(millions)
2011,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",3530.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Total income,3550.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Total expenditure,3473.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Operating profit before tax,137.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Total assets,1658.0,DOLLARS(millions)
2011,E,Construction,e_20-49,Fixed tangible assets,445.0,DOLLARS(millions)
2011,E,Construction,f_50-99,Activity unit,132.0,COUNT
2011,E,Construction,f_50-99,Rolling mean employees,8811.0,COUNT
2011,E,Construction,f_50-99,Salaries and wages paid,510.0,DOLLARS(millions)
2011,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2483.0,DOLLARS(millions)
